status,age_group,region,region_cat,comorbidity_yes,comorbidity_no,comorbidity_tot_non_miss,comorbidity_prop,comorbidity_lb,comorbidity_ub,comorbidity,year
1,60-64,Local,London,303,9850,10153,2984,2662,3334,bmi_40,2019
1,65-69,Local,London,247,8269,8516,2900,2554,3279,bmi_40,2019
1,70-74,Local,London,159,7903,8062,1972,1680,2300,bmi_40,2019
1,75-79,Local,London,89,5333,5422,1641,1320,2016,bmi_40,2019
1,80-84,Local,London,54,4003,4057,1331,1001,1733,bmi_40,2019
1,85-89,Local,London,17,2512,2529,672,392,1074,bmi_40,2019
1,90-99,Local,London,<5,suppressed,1615,124,15,447,bmi_40,2019
1,20-24,Local,South East Coast,255,21158,21413,1191,1050,1345,bmi_40,2019
1,25-29,Local,South East Coast,364,19332,19696,1848,1665,2046,bmi_40,2019
1,30-34,Local,South East Coast,429,19591,20020,2143,1947,2353,bmi_40,2019
1,35-39,Local,South East Coast,518,19571,20089,2579,2364,2807,bmi_40,2019
1,40-44,Local,South East Coast,539,18705,19244,2801,2572,3044,bmi_40,2019
1,45-49,Local,South East Coast,680,20457,21137,3217,2983,3464,bmi_40,2019
1,50-54,Local,South East Coast,791,20945,21736,3639,3394,3897,bmi_40,2019
1,55-59,Local,South East Coast,691,18552,19243,3591,3332,3864,bmi_40,2019
1,60-64,Local,South East Coast,541,15622,16163,3347,3075,3636,bmi_40,2019
1,65-69,Local,South East Coast,462,13874,14336,3223,2940,3525,bmi_40,2019
1,70-74,Local,South East Coast,396,14486,14882,2661,2408,2932,bmi_40,2019
1,75-79,Local,South East Coast,180,9800,9980,1804,1552,2084,bmi_40,2019
1,80-84,Local,South East Coast,107,7585,7692,1391,1141,1679,bmi_40,2019
1,85-89,Local,South East Coast,37,4623,4660,794,560,1093,bmi_40,2019
1,90-99,Local,South East Coast,7,2630,2637,265,107,546,bmi_40,2019
1,20-24,National,Northern Ireland,202,11572,11774,1716,1489,1967,bmi_40,2019
1,25-29,National,Northern Ireland,361,12945,13306,2713,2444,3003,bmi_40,2019
1,30-34,National,Northern Ireland,433,14158,14591,2968,2698,3256,bmi_40,2019
1,35-39,National,Northern Ireland,493,14264,14757,3341,3057,3643,bmi_40,2019
1,40-44,National,Northern Ireland,495,13138,13633,3631,3323,3959,bmi_40,2019
1,45-49,National,Northern Ireland,627,14075,14702,4265,3944,4604,bmi_40,2019
1,50-54,National,Northern Ireland,689,14635,15324,4496,4174,4836,bmi_40,2019
1,55-59,National,Northern Ireland,632,13739,14371,4398,4068,4746,bmi_40,2019
1,60-64,National,Northern Ireland,495,11751,12246,4042,3700,4406,bmi_40,2019
1,65-69,National,Northern Ireland,359,9830,10189,3523,3174,3900,bmi_40,2019
1,70-74,National,Northern Ireland,236,8669,8905,2650,2327,3005,bmi_40,2019
1,75-79,National,Northern Ireland,144,6463,6607,2180,1841,2561,bmi_40,2019
1,80-84,National,Northern Ireland,58,4529,4587,1264,962,1632,bmi_40,2019
1,85-89,National,Northern Ireland,23,2837,2860,804,510,1204,bmi_40,2019
1,90-99,National,Northern Ireland,9,1481,1490,604,277,1144,bmi_40,2019
1,20-24,National,Scotland,648,43464,44112,1469,1359,1586,bmi_40,2019
1,25-29,National,Scotland,1283,49661,50944,2518,2384,2658,bmi_40,2019
1,30-34,National,Scotland,1644,52883,54527,3015,2873,3162,bmi_40,2019
1,35-39,National,Scotland,1803,54728,56531,3189,3046,3338,bmi_40,2019
1,40-44,National,Scotland,1844,49784,51628,3572,3413,3735,bmi_40,2019
1,45-49,National,Scotland,2523,56634,59157,4265,4103,4431,bmi_40,2019
1,50-54,National,Scotland,2618,60018,62636,4180,4024,4339,bmi_40,2019
1,55-59,National,Scotland,2670,56832,59502,4487,4322,4657,bmi_40,2019
1,60-64,National,Scotland,2125,49671,51796,4103,3933,4277,bmi_40,2019
1,65-69,National,Scotland,1781,43602,45383,3924,3748,4107,bmi_40,2019
1,70-74,National,Scotland,1295,38758,40053,3233,3062,3411,bmi_40,2019
1,75-79,National,Scotland,593,27238,27831,2131,1964,2307,bmi_40,2019
1,80-84,National,Scotland,322,19481,19803,1626,1454,1812,bmi_40,2019
1,85-89,National,Scotland,75,11368,11443,655,516,821,bmi_40,2019
1,90-99,National,Scotland,25,5634,5659,442,286,651,bmi_40,2019
1,20-24,National,Wales,854,38707,39561,2159,2018,2307,bmi_40,2019
1,25-29,National,Wales,1462,42346,43808,3337,3171,3510,bmi_40,2019
1,30-34,National,Wales,1762,45868,47630,3699,3532,3873,bmi_40,2019
1,35-39,National,Wales,1855,46471,48326,3839,3669,4014,bmi_40,2019
1,40-44,National,Wales,1837,42244,44081,4167,3983,4358,bmi_40,2019
1,45-49,National,Wales,2565,47235,49800,5151,4958,5348,bmi_40,2019
1,50-54,National,Wales,2571,49621,52192,4926,4742,5115,bmi_40,2019
1,55-59,National,Wales,2434,46923,49357,4931,4742,5126,bmi_40,2019
1,60-64,National,Wales,2011,40933,42944,4683,4485,4887,bmi_40,2019
1,65-69,National,Wales,1711,38608,40319,4244,4049,4445,bmi_40,2019
1,70-74,National,Wales,1284,38375,39659,3238,3066,3417,bmi_40,2019
1,75-79,National,Wales,633,26801,27434,2307,2133,2492,bmi_40,2019
1,80-84,National,Wales,310,19441,19751,1570,1401,1753,bmi_40,2019
1,85-89,National,Wales,106,11622,11728,904,741,1092,bmi_40,2019
1,90-99,National,Wales,36,6907,6943,519,363,717,bmi_40,2019
1,<=9,Local,North West,822,13715,14537,5655,5285,6042,anyonecond_prev,2019
1,10-14,Local,North West,872,8434,9306,9370,8786,9981,anyonecond_prev,2019
1,15-19,Local,North West,779,7440,8219,9478,8853,10132,anyonecond_prev,2019
1,20-24,Local,North West,663,7141,7804,8496,7886,9136,anyonecond_prev,2019
1,25-29,Local,North West,832,8842,9674,8600,8049,9177,anyonecond_prev,2019
1,30-34,Local,North West,979,9528,10507,9318,8768,9889,anyonecond_prev,2019
1,35-39,Local,North West,1194,9147,10341,11546,10936,12178,anyonecond_prev,2019
1,40-44,Local,North West,1306,8144,9450,13820,13130,14532,anyonecond_prev,2019
1,45-49,Local,North West,1962,8614,10576,18551,17815,19306,anyonecond_prev,2019
1,50-54,Local,North West,2605,8372,10977,23731,22938,24539,anyonecond_prev,2019
1,55-59,Local,North West,3081,7055,10136,30397,29502,31303,anyonecond_prev,2019
1,60-64,Local,North West,3152,4905,8057,39121,38054,40197,anyonecond_prev,2019
1,65-69,Local,North West,3447,3817,7264,47453,46299,48609,anyonecond_prev,2019
1,70-74,Local,North West,4057,3220,7277,55751,54601,56897,anyonecond_prev,2019
1,75-79,Local,North West,3312,1552,4864,68092,66761,69401,anyonecond_prev,2019
1,80-84,Local,North West,2674,810,3484,76751,75312,78145,anyonecond_prev,2019
1,85-89,Local,North West,1609,361,1970,81675,79895,83361,anyonecond_prev,2019
1,90-99,Local,North West,816,254,1070,76262,73595,78783,anyonecond_prev,2019
1,<=9,Local,Yorkshire & The Humber,20,396,416,4808,2961,7328,anyonecond_prev,2019
1,10-14,Local,Yorkshire & The Humber,23,331,354,6497,4163,9590,anyonecond_prev,2019
1,15-19,Local,Yorkshire & The Humber,21,277,298,7047,4415,10571,anyonecond_prev,2019
1,20-24,Local,Yorkshire & The Humber,20,258,278,7194,4450,10892,anyonecond_prev,2019
1,25-29,Local,Yorkshire & The Humber,29,331,360,8056,5461,11364,anyonecond_prev,2019
1,30-34,Local,Yorkshire & The Humber,38,338,376,10106,7252,13607,anyonecond_prev,2019
1,35-39,Local,Yorkshire & The Humber,34,317,351,9687,6802,13273,anyonecond_prev,2019
1,40-44,Local,Yorkshire & The Humber,50,243,293,17065,12939,21871,anyonecond_prev,2019
1,45-49,Local,Yorkshire & The Humber,81,376,457,17724,14332,21540,anyonecond_prev,2019
1,50-54,Local,Yorkshire & The Humber,83,413,496,16734,13555,20316,anyonecond_prev,2019
1,55-59,Local,Yorkshire & The Humber,137,335,472,29025,24967,33349,anyonecond_prev,2019
1,60-64,Local,Yorkshire & The Humber,164,259,423,38771,34102,43597,anyonecond_prev,2019
1,65-69,Local,Yorkshire & The Humber,167,224,391,42711,37752,47782,anyonecond_prev,2019
1,70-74,Local,Yorkshire & The Humber,212,145,357,59384,54089,64522,anyonecond_prev,2019
1,75-79,Local,Yorkshire & The Humber,178,61,239,74477,68457,79879,anyonecond_prev,2019
1,80-84,Local,Yorkshire & The Humber,121,45,166,72892,65457,79489,anyonecond_prev,2019
1,85-89,Local,Yorkshire & The Humber,76,20,96,79167,69675,86785,anyonecond_prev,2019
1,90-99,Local,Yorkshire & The Humber,50,22,72,69444,57468,79762,anyonecond_prev,2019
1,<=9,Local,West Midlands,885,13746,14631,6049,5668,6447,anyonecond_prev,2019
1,10-14,Local,West Midlands,911,8396,9307,9788,9192,10410,anyonecond_prev,2019
1,15-19,Local,West Midlands,803,7616,8419,9538,8919,10185,anyonecond_prev,2019
1,20-24,Local,West Midlands,716,7363,8079,8862,8251,9503,anyonecond_prev,2019
1,25-29,Local,West Midlands,896,8969,9865,9083,8523,9667,anyonecond_prev,2019
1,30-34,Local,West Midlands,947,9182,10129,9349,8789,9933,anyonecond_prev,2019
1,35-39,Local,West Midlands,1121,8765,9886,11339,10721,11981,anyonecond_prev,2019
1,40-44,Local,West Midlands,1463,7851,9314,15708,14974,16463,anyonecond_prev,2019
1,45-49,Local,West Midlands,2052,8692,10744,19099,18360,19855,anyonecond_prev,2019
1,50-54,Local,West Midlands,2704,8871,11575,23361,22592,24142,anyonecond_prev,2019
1,55-59,Local,West Midlands,3076,7295,10371,29660,28782,30549,anyonecond_prev,2019
1,60-64,Local,West Midlands,3385,5453,8838,38301,37285,39323,anyonecond_prev,2019
1,65-69,Local,West Midlands,3897,4236,8133,47916,46825,49008,anyonecond_prev,2019
1,70-74,Local,West Midlands,4678,3478,8156,57357,56275,58433,anyonecond_prev,2019
1,75-79,Local,West Midlands,3868,1859,5727,67540,66310,68752,anyonecond_prev,2019
1,80-84,Local,West Midlands,3225,975,4200,76786,75479,78056,anyonecond_prev,2019
1,85-89,Local,West Midlands,1974,397,2371,83256,81691,84738,anyonecond_prev,2019
1,90-99,Local,West Midlands,1106,320,1426,77560,75304,79701,anyonecond_prev,2019
1,<=9,Local,East of England,181,3587,3768,4804,4143,5536,anyonecond_prev,2019
1,10-14,Local,East of England,228,2545,2773,8222,7226,9307,anyonecond_prev,2019
1,15-19,Local,East of England,211,2034,2245,9399,8223,10682,anyonecond_prev,2019
1,20-24,Local,East of England,121,1503,1624,7451,6221,8837,anyonecond_prev,2019
1,25-29,Local,East of England,141,1606,1747,8071,6836,9449,anyonecond_prev,2019
1,30-34,Local,East of England,152,1675,1827,8320,7094,9681,anyonecond_prev,2019
1,35-39,Local,East of England,242,2074,2316,10449,9232,11767,anyonecond_prev,2019
1,40-44,Local,East of England,311,2447,2758,11276,10119,12516,anyonecond_prev,2019
1,45-49,Local,East of England,439,2472,2911,15081,13799,16433,anyonecond_prev,2019
1,50-54,Local,East of England,564,2332,2896,19475,18047,20965,anyonecond_prev,2019
1,55-59,Local,East of England,660,1805,2465,26775,25035,28570,anyonecond_prev,2019
1,60-64,Local,East of England,625,1262,1887,33121,30999,35296,anyonecond_prev,2019
1,65-69,Local,East of England,705,969,1674,42115,39735,44522,anyonecond_prev,2019
1,70-74,Local,East of England,825,811,1636,50428,47976,52879,anyonecond_prev,2019
1,75-79,Local,East of England,646,384,1030,62718,59684,65680,anyonecond_prev,2019
1,80-84,Local,East of England,623,231,854,72951,69837,75905,anyonecond_prev,2019
1,85-89,Local,East of England,458,120,578,79239,75700,82475,anyonecond_prev,2019
1,90-99,Local,East of England,298,124,422,70616,66018,74923,anyonecond_prev,2019
1,<=9,Local,South West,383,6421,6804,5629,5093,6203,anyonecond_prev,2019
1,10-14,Local,South West,386,3719,4105,9403,8527,10337,anyonecond_prev,2019
1,15-19,Local,South West,319,3192,3511,9086,8155,10085,anyonecond_prev,2019
1,20-24,Local,South West,281,2872,3153,8912,7940,9961,anyonecond_prev,2019
1,25-29,Local,South West,381,3559,3940,9670,8765,10636,anyonecond_prev,2019
1,30-34,Local,South West,440,4059,4499,9780,8927,10685,anyonecond_prev,2019
1,35-39,Local,South West,507,4105,4612,10993,10104,11931,anyonecond_prev,2019
1,40-44,Local,South West,566,3226,3792,14926,13806,16101,anyonecond_prev,2019
1,45-49,Local,South West,895,3536,4431,20199,19025,21411,anyonecond_prev,2019
1,50-54,Local,South West,1216,3450,4666,26061,24806,27346,anyonecond_prev,2019
1,55-59,Local,South West,1352,2786,4138,32673,31244,34126,anyonecond_prev,2019
1,60-64,Local,South West,1352,1938,3290,41094,39406,42798,anyonecond_prev,2019
1,65-69,Local,South West,1391,1424,2815,49414,47551,51278,anyonecond_prev,2019
1,70-74,Local,South West,1469,973,2442,60156,58182,62105,anyonecond_prev,2019
1,75-79,Local,South West,1157,500,1657,69825,67551,72029,anyonecond_prev,2019
1,80-84,Local,South West,937,247,1184,79139,76711,81420,anyonecond_prev,2019
1,85-89,Local,South West,579,124,703,82361,79339,85109,anyonecond_prev,2019
1,90-99,Local,South West,329,73,402,81841,77718,85487,anyonecond_prev,2019
1,<=9,Local,South Central,489,8602,9091,5379,4924,5863,anyonecond_prev,2019
1,10-14,Local,South Central,569,5738,6307,9022,8326,9756,anyonecond_prev,2019
1,15-19,Local,South Central,594,5166,5760,10313,9539,11127,anyonecond_prev,2019
1,20-24,Local,South Central,390,3790,4180,9330,8465,10252,anyonecond_prev,2019
1,25-29,Local,South Central,473,4456,4929,9596,8788,10453,anyonecond_prev,2019
1,30-34,Local,South Central,498,4989,5487,9076,8329,9867,anyonecond_prev,2019
1,35-39,Local,South Central,676,5981,6657,10155,9439,10905,anyonecond_prev,2019
1,40-44,Local,South Central,891,6459,7350,12122,11385,12890,anyonecond_prev,2019
1,45-49,Local,South Central,1169,6489,7658,15265,14466,16090,anyonecond_prev,2019
1,50-54,Local,South Central,1433,5804,7237,19801,18888,20738,anyonecond_prev,2019
1,55-59,Local,South Central,1638,4929,6567,24943,23900,26008,anyonecond_prev,2019
1,60-64,Local,South Central,1683,3612,5295,31785,30531,33058,anyonecond_prev,2019
1,65-69,Local,South Central,1738,2526,4264,40760,39280,42252,anyonecond_prev,2019
1,70-74,Local,South Central,2086,2060,4146,50314,48780,51847,anyonecond_prev,2019
1,75-79,Local,South Central,1623,1026,2649,61268,59383,63129,anyonecond_prev,2019
1,80-84,Local,South Central,1348,600,1948,69199,67096,71245,anyonecond_prev,2019
1,85-89,Local,South Central,939,284,1223,76778,74308,79119,anyonecond_prev,2019
1,90-99,Local,South Central,554,220,774,71576,68256,74731,anyonecond_prev,2019
1,<=9,Local,London,965,20454,21419,4505,4231,4792,anyonecond_prev,2019
1,10-14,Local,London,1092,12206,13298,8212,7751,8691,anyonecond_prev,2019
1,15-19,Local,London,908,10603,11511,7888,7402,8396,anyonecond_prev,2019
1,20-24,Local,London,695,8774,9469,7340,6822,7884,anyonecond_prev,2019
1,25-29,Local,London,874,11844,12718,6872,6438,7326,anyonecond_prev,2019
1,30-34,Local,London,1107,13790,14897,7431,7015,7864,anyonecond_prev,2019
1,35-39,Local,London,1346,15686,17032,7903,7502,8318,anyonecond_prev,2019
1,40-44,Local,London,1772,15122,16894,10489,10031,10961,anyonecond_prev,2019
1,45-49,Local,London,2370,14475,16845,14069,13548,14604,anyonecond_prev,2019
1,50-54,Local,London,2966,12925,15891,18665,18061,19279,anyonecond_prev,2019
1,55-59,Local,London,3470,10247,13717,25297,24571,26033,anyonecond_prev,2019
1,60-64,Local,London,3245,6908,10153,31961,31054,32878,anyonecond_prev,2019
1,65-69,Local,London,3488,5028,8516,40958,39911,42011,anyonecond_prev,2019
1,70-74,Local,London,4053,4009,8062,50273,49175,51370,anyonecond_prev,2019
1,75-79,Local,London,3330,2092,5422,61416,60106,62715,anyonecond_prev,2019
1,80-84,Local,London,2937,1120,4057,72393,70990,73765,anyonecond_prev,2019
1,85-89,Local,London,1919,610,2529,75880,74163,77536,anyonecond_prev,2019
1,90-99,Local,London,1179,436,1615,73003,70766,75156,anyonecond_prev,2019
1,<=9,Local,South East Coast,1315,27268,28583,4601,4361,4850,anyonecond_prev,2019
1,10-14,Local,South East Coast,1422,17148,18570,7658,7279,8049,anyonecond_prev,2019
1,15-19,Local,South East Coast,1374,15783,17157,8008,7606,8425,anyonecond_prev,2019
1,20-24,Local,South East Coast,1348,20065,21413,6295,5974,6629,anyonecond_prev,2019
1,25-29,Local,South East Coast,1262,18434,19696,6407,6069,6758,anyonecond_prev,2019
1,30-34,Local,South East Coast,1378,18642,20020,6883,6536,7243,anyonecond_prev,2019
1,35-39,Local,South East Coast,1813,18276,20089,9025,8632,9430,anyonecond_prev,2019
1,40-44,Local,South East Coast,2286,16958,19244,11879,11425,12345,anyonecond_prev,2019
1,45-49,Local,South East Coast,3235,17902,21137,15305,14822,15797,anyonecond_prev,2019
1,50-54,Local,South East Coast,4273,17463,21736,19659,19132,20193,anyonecond_prev,2019
1,55-59,Local,South East Coast,4804,14439,19243,24965,24355,25583,anyonecond_prev,2019
1,60-64,Local,South East Coast,5133,11030,16163,31758,31040,32482,anyonecond_prev,2019
1,65-69,Local,South East Coast,5858,8478,14336,40862,40056,41672,anyonecond_prev,2019
1,70-74,Local,South East Coast,7509,7373,14882,50457,49650,51263,anyonecond_prev,2019
1,75-79,Local,South East Coast,6007,3973,9980,60190,59222,61153,anyonecond_prev,2019
1,80-84,Local,South East Coast,5456,2236,7692,70931,69902,71944,anyonecond_prev,2019
1,85-89,Local,South East Coast,3659,1001,4660,78519,77312,79691,anyonecond_prev,2019
1,90-99,Local,South East Coast,1994,643,2637,75616,73930,77245,anyonecond_prev,2019
1,<=9,National,Northern Ireland,1432,18984,20416,7014,6667,7373,anyonecond_prev,2019
1,10-14,National,Northern Ireland,1445,11267,12712,11367,10820,11932,anyonecond_prev,2019
1,15-19,National,Northern Ireland,1399,11223,12622,11084,10541,11644,anyonecond_prev,2019
1,20-24,National,Northern Ireland,1265,10509,11774,10744,10190,11317,anyonecond_prev,2019
1,25-29,National,Northern Ireland,1437,11869,13306,10800,10277,11339,anyonecond_prev,2019
1,30-34,National,Northern Ireland,1527,13064,14591,10465,9973,10973,anyonecond_prev,2019
1,35-39,National,Northern Ireland,1658,13099,14757,11235,10730,11756,anyonecond_prev,2019
1,40-44,National,Northern Ireland,1931,11702,13633,14164,13583,14761,anyonecond_prev,2019
1,45-49,National,Northern Ireland,2718,11984,14702,18487,17863,19124,anyonecond_prev,2019
1,50-54,National,Northern Ireland,3854,11470,15324,25150,24465,25845,anyonecond_prev,2019
1,55-59,National,Northern Ireland,4563,9808,14371,31751,30991,32520,anyonecond_prev,2019
1,60-64,National,Northern Ireland,5083,7163,12246,41507,40633,42386,anyonecond_prev,2019
1,65-69,National,Northern Ireland,5175,5014,10189,50790,49814,51765,anyonecond_prev,2019
1,70-74,National,Northern Ireland,5499,3406,8905,61752,60733,62763,anyonecond_prev,2019
1,75-79,National,Northern Ireland,4725,1882,6607,71515,70410,72601,anyonecond_prev,2019
1,80-84,National,Northern Ireland,3703,884,4587,80728,79556,81861,anyonecond_prev,2019
1,85-89,National,Northern Ireland,2488,372,2860,86993,85705,88205,anyonecond_prev,2019
1,90-99,National,Northern Ireland,1293,197,1490,86779,84952,88458,anyonecond_prev,2019
1,<=9,National,Scotland,3435,67413,70848,4848,4691,5009,anyonecond_prev,2019
1,10-14,National,Scotland,3782,42881,46663,8105,7859,8356,anyonecond_prev,2019
1,15-19,National,Scotland,3807,39029,42836,8887,8620,9161,anyonecond_prev,2019
1,20-24,National,Scotland,3680,40432,44112,8342,8086,8604,anyonecond_prev,2019
1,25-29,National,Scotland,4194,46750,50944,8233,7995,8475,anyonecond_prev,2019
1,30-34,National,Scotland,4866,49661,54527,8924,8686,9166,anyonecond_prev,2019
1,35-39,National,Scotland,5715,50816,56531,10109,9862,10361,anyonecond_prev,2019
1,40-44,National,Scotland,6755,44873,51628,13084,12794,13378,anyonecond_prev,2019
1,45-49,National,Scotland,9944,49213,59157,16810,16509,17113,anyonecond_prev,2019
1,50-54,National,Scotland,13574,49062,62636,21671,21349,21996,anyonecond_prev,2019
1,55-59,National,Scotland,16652,42850,59502,27986,27625,28348,anyonecond_prev,2019
1,60-64,National,Scotland,18559,33237,51796,35831,35418,36246,anyonecond_prev,2019
1,65-69,National,Scotland,20154,25229,45383,44409,43951,44867,anyonecond_prev,2019
1,70-74,National,Scotland,21823,18230,40053,54485,53996,54974,anyonecond_prev,2019
1,75-79,National,Scotland,18315,9516,27831,65808,65247,66365,anyonecond_prev,2019
1,80-84,National,Scotland,14939,4864,19803,75438,74832,76036,anyonecond_prev,2019
1,85-89,National,Scotland,9415,2028,11443,82277,81565,82973,anyonecond_prev,2019
1,90-99,National,Scotland,4751,908,5659,83955,82972,84902,anyonecond_prev,2019
1,<=9,National,Wales,3678,60623,64301,5720,5542,5902,anyonecond_prev,2019
1,10-14,National,Wales,3952,38390,42342,9334,9058,9615,anyonecond_prev,2019
1,15-19,National,Wales,3677,34817,38494,9552,9260,9850,anyonecond_prev,2019
1,20-24,National,Wales,3856,35705,39561,9747,9456,10043,anyonecond_prev,2019
1,25-29,National,Wales,4235,39573,43808,9667,9392,9948,anyonecond_prev,2019
1,30-34,National,Wales,4831,42799,47630,10143,9873,10417,anyonecond_prev,2019
1,35-39,National,Wales,5722,42604,48326,11840,11554,12132,anyonecond_prev,2019
1,40-44,National,Wales,6393,37688,44081,14503,14175,14835,anyonecond_prev,2019
1,45-49,National,Wales,9252,40548,49800,18578,18238,18923,anyonecond_prev,2019
1,50-54,National,Wales,12256,39936,52192,23483,23119,23849,anyonecond_prev,2019
1,55-59,National,Wales,14281,35076,49357,28934,28534,29336,anyonecond_prev,2019
1,60-64,National,Wales,16053,26891,42944,37381,36923,37841,anyonecond_prev,2019
1,65-69,National,Wales,18294,22025,40319,45373,44886,45861,anyonecond_prev,2019
1,70-74,National,Wales,21741,17918,39659,54820,54328,55311,anyonecond_prev,2019
1,75-79,National,Wales,18049,9385,27434,65791,65226,66352,anyonecond_prev,2019
1,80-84,National,Wales,14908,4843,19751,75480,74873,76078,anyonecond_prev,2019
1,85-89,National,Wales,9521,2207,11728,81182,80462,81886,anyonecond_prev,2019
1,90-99,National,Wales,5416,1527,6943,78007,77013,78976,anyonecond_prev,2019
1,<=9,Local,North West,822,13715,14537,5655,5285,6042,anyonecond_prevbmi,2019
1,10-14,Local,North West,872,8434,9306,9370,8786,9981,anyonecond_prevbmi,2019
1,15-19,Local,North West,800,7419,8219,9734,9101,10395,anyonecond_prevbmi,2019
1,20-24,Local,North West,757,7047,7804,9700,9052,10378,anyonecond_prevbmi,2019
1,25-29,Local,North West,997,8677,9674,10306,9707,10929,anyonecond_prevbmi,2019
1,30-34,Local,North West,1219,9288,10507,11602,10995,12230,anyonecond_prevbmi,2019
1,35-39,Local,North West,1419,8922,10341,13722,13064,14400,anyonecond_prevbmi,2019
1,40-44,Local,North West,1500,7950,9450,15873,15142,16626,anyonecond_prevbmi,2019
1,45-49,Local,North West,2243,8333,10576,21208,20433,22000,anyonecond_prevbmi,2019
1,50-54,Local,North West,2830,8147,10977,25781,24965,26610,anyonecond_prevbmi,2019
1,55-59,Local,North West,3245,6891,10136,32015,31107,32933,anyonecond_prevbmi,2019
1,60-64,Local,North West,3287,4770,8057,40797,39721,41879,anyonecond_prevbmi,2019
1,65-69,Local,North West,3508,3756,7264,48293,47138,49449,anyonecond_prevbmi,2019
1,70-74,Local,North West,4100,3177,7277,56342,55193,57486,anyonecond_prevbmi,2019
1,75-79,Local,North West,3330,1534,4864,68462,67135,69767,anyonecond_prevbmi,2019
1,80-84,Local,North West,2678,806,3484,76866,75429,78257,anyonecond_prevbmi,2019
1,85-89,Local,North West,1611,359,1970,81777,80000,83458,anyonecond_prevbmi,2019
1,90-99,Local,North West,816,254,1070,76262,73595,78783,anyonecond_prevbmi,2019
1,<=9,Local,Yorkshire & The Humber,20,396,416,4808,2961,7328,anyonecond_prevbmi,2019
1,10-14,Local,Yorkshire & The Humber,23,331,354,6497,4163,9590,anyonecond_prevbmi,2019
1,15-19,Local,Yorkshire & The Humber,23,275,298,7718,4955,11356,anyonecond_prevbmi,2019
1,20-24,Local,Yorkshire & The Humber,26,252,278,9353,6201,13403,anyonecond_prevbmi,2019
1,25-29,Local,Yorkshire & The Humber,45,315,360,12500,9266,16367,anyonecond_prevbmi,2019
1,30-34,Local,Yorkshire & The Humber,49,327,376,13032,9799,16861,anyonecond_prevbmi,2019
1,35-39,Local,Yorkshire & The Humber,47,304,351,13390,10007,17406,anyonecond_prevbmi,2019
1,40-44,Local,Yorkshire & The Humber,55,238,293,18771,14466,23721,anyonecond_prevbmi,2019
1,45-49,Local,Yorkshire & The Humber,94,363,457,20569,16954,24569,anyonecond_prevbmi,2019
1,50-54,Local,Yorkshire & The Humber,100,396,496,20161,16716,23966,anyonecond_prevbmi,2019
1,55-59,Local,Yorkshire & The Humber,153,319,472,32415,28208,36844,anyonecond_prevbmi,2019
1,60-64,Local,Yorkshire & The Humber,170,253,423,40189,35482,45035,anyonecond_prevbmi,2019
1,65-69,Local,Yorkshire & The Humber,173,218,391,44246,39255,49324,anyonecond_prevbmi,2019
1,70-74,Local,Yorkshire & The Humber,218,139,357,61064,55792,66152,anyonecond_prevbmi,2019
1,75-79,Local,Yorkshire & The Humber,179,60,239,74895,68900,80262,anyonecond_prevbmi,2019
1,80-84,Local,Yorkshire & The Humber,122,44,166,73494,66096,80033,anyonecond_prevbmi,2019
1,85-89,Local,Yorkshire & The Humber,76,20,96,79167,69675,86785,anyonecond_prevbmi,2019
1,90-99,Local,Yorkshire & The Humber,50,22,72,69444,57468,79762,anyonecond_prevbmi,2019
1,<=9,Local,West Midlands,885,13746,14631,6049,5668,6447,anyonecond_prevbmi,2019
1,10-14,Local,West Midlands,911,8396,9307,9788,9192,10410,anyonecond_prevbmi,2019
1,15-19,Local,West Midlands,841,7578,8419,9989,9357,10650,anyonecond_prevbmi,2019
1,20-24,Local,West Midlands,864,7215,8079,10694,10029,11389,anyonecond_prevbmi,2019
1,25-29,Local,West Midlands,1134,8731,9865,11495,10872,12141,anyonecond_prevbmi,2019
1,30-34,Local,West Midlands,1242,8887,10129,12262,11629,12916,anyonecond_prevbmi,2019
1,35-39,Local,West Midlands,1359,8527,9886,13747,13074,14441,anyonecond_prevbmi,2019
1,40-44,Local,West Midlands,1704,7610,9314,18295,17514,19095,anyonecond_prevbmi,2019
1,45-49,Local,West Midlands,2333,8411,10744,21714,20938,22506,anyonecond_prevbmi,2019
1,50-54,Local,West Midlands,2977,8598,11575,25719,24925,26526,anyonecond_prevbmi,2019
1,55-59,Local,West Midlands,3324,7047,10371,32051,31153,32959,anyonecond_prevbmi,2019
1,60-64,Local,West Midlands,3517,5321,8838,39794,38771,40823,anyonecond_prevbmi,2019
1,65-69,Local,West Midlands,3974,4159,8133,48863,47771,49955,anyonecond_prevbmi,2019
1,70-74,Local,West Midlands,4724,3432,8156,57921,56840,58995,anyonecond_prevbmi,2019
1,75-79,Local,West Midlands,3881,1846,5727,67767,66539,68977,anyonecond_prevbmi,2019
1,80-84,Local,West Midlands,3228,972,4200,76857,75551,78126,anyonecond_prevbmi,2019
1,85-89,Local,West Midlands,1975,396,2371,83298,81735,84779,anyonecond_prevbmi,2019
1,90-99,Local,West Midlands,1106,320,1426,77560,75304,79701,anyonecond_prevbmi,2019
1,<=9,Local,East of England,181,3587,3768,4804,4143,5536,anyonecond_prevbmi,2019
1,10-14,Local,East of England,228,2545,2773,8222,7226,9307,anyonecond_prevbmi,2019
1,15-19,Local,East of England,218,2027,2245,9710,8517,11011,anyonecond_prevbmi,2019
